"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Age Group"|"Type"|"Ideal For"|"Number of Contents"|"Size"|"Powered by"|" "|"Product Depth"|"Product Width"|"Country of Manufacture"|"Filling Material"|"Product Height"|"Rechargeable"|"Battery Type"|"Character"|"Series"|"Washable"|"Sound Support"|"Height"|"Width"|"External Material"|" The design of the giraffe may slightly vary from what is shown in the image "|"Depth"|" Ribbons may vary "|" Color may slightly vary. "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" Customer may get any one of the two product based on availability "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|"Brand"|"Machine Washable"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|""|ImageURL"
Disney Marie Animal Tale Range - 10 inch|719|10%|799|4.6|7|34|N/A|0 - 12 Years|Cartoon Characters|Girls, Boys|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|10 inch|N/A|N/A|Marie|N/A|N/A|N/A|N/A|N/A|Polyester Fibers, Polyethylene Pellets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Flopsie New - Minnie - 8 inch|499|||3.7|4|23|N/A|Cartoon Characters|Girls, Boys|Minnie Mouse|N/A|N/A|N/A|N/A|N/A|N/A|0 - 12 Years|N/A|China|N/A|N/A|8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.99 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Heart|320|||4.5|9|56|N/A|3 - 20 Years|Cushions & Pillows|Boys, Girls|1|N/A|N/A|Soft and Plush, Furry, Adorable and Huggable, Crafted with Environment Friendly Material, Non-toxic, Inner Stuffing: High Quality Polyester, Machine Washable|N/A|15.75 inch|China|N/A|21.65 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Jerry - 8 inch|449|10%|499|4.1|22|146|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|8 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|Tom & Jerry|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Nemo - 8 inch|299|25%|399|3.8|4|13|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|Small, 8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Nemo|Finding Nemo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 37.4 inch|1839|20%|2299|4.3|||2100 g|3 - 5 Years|Teddy Bears|Girls, Boys|1|37.4 inch|N/A|N/A|21 inch|19.5 inch|India|N/A|37.4 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Teddy with a Rose - 36 cm|333|44%|599||||250 g|1 - 41 Years|Teddy Bears|N/A|N/A|36 cm, 36 cm|N/A|N/A|6 cm|12 cm|India|Fiber|36 cm|N/A|N/A|N/A|Teddy Bears|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Caterpillar - 21 inch|490|50%|999|4.1|1|9|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|21 inch|N/A|N/A|4 inch|7 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Dog - 7.5 inch|245|40%|411|3.5|7|16|150 g|5 - 12 Years|Pets & Animals|N/A|N/A|7.5 inch|N/A|N/A|8 cm|13 cm|China|N/A|25 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dumbo Animal Tale Range - 10 inch|799|||4.4|5|30|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|10 inch|N/A|N/A|Dumbo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Sweet Embroidery Paws - 16.92 inch|639|20%|799|5||1|750 g|3 - 15 Years|Teddy Bears|Boys, Girls|N/A|16.92 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 14 inch|284|5%|299|4.3|87|364|India|Teddy Bears|Girls, Boys|14 inch|N/A|Non Battery|1 Stuff Toy|Made of Super Soft Fabric|N/A|N/A|3 - 20 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|250 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Love Pairs - 12.59 inch|399|38%|649|4.2|3|16|650 g|3 - 16 Years|Teddy Bears|Girls, Boys|1|12.59 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Check Bow - 29.52 inch|1119|20%|1399||||800 g|3 - 15 Years|Teddy Bears|Boys, Girls|N/A|29.52 inch|Non Battery|1 Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Strip Paws - 25.59 inch|799|20%|999|5||1|950 g|3 - 15 Years|Teddy Bears|Girls, Boys|N/A|25.59 inch|Non Battery|1 Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Anukriti Creations Cute Teddy Bear with Cap and Ribbon - 12 Inch|269|61%|699||||500 g|3 - 14 Years|Teddy Bears|N/A|N/A|medium, 12 Inch|N/A|N/A|9 inch|7 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon - 7.6 inch|333|33%|499|4.4|21|82|155 g|1 - 12 Years|Cartoon Characters|Girls, Boys|1|7.6 inch|N/A|1 Stuffed Toy|5 inch|7.7 inch|India|Siliconized Fiber|7.6 inch|N/A|N/A|Doraemon|N/A|Yes|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Chhota Bheem - 9.84 inch|349|||2.3|2|6|100 g|3 - 12 Years|Cartoon Characters|Boys, Girls|1|9.84 inch|Non Battery|Non-toxic|N/A|N/A|India|N/A|N/A|N/A|N/A|Chhota Bheem|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Soft Ball - 5.51 inch|115|67%|349|3.7|12|49|100 g|3 - 15 Years|Soft Balls|Boys, Girls|1|5.51 inch|Non Battery|Non-toxic|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Teddy with a Rose - 27 inch|1160|3%|1200|4|||100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 27 inch|N/A|N/A|5 inch|9 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bears|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Hello Kitty - 9.84 inch|399|||4.4|||N/A|0 - 8 Years|Cartoon Characters|Girls|N/A|Medium, 9.84 inch|N/A|N/A|N/A|N/A|India|N/A|N/A|N/A|N/A|Hello Kitty|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Tom - 9 inch|494|10%|549|4.6|3|50|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|9 inch|N/A|N/A|N/A|5.12 inch|China|N/A|9.02 inch|N/A|N/A|N/A|Tom & Jerry|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Loose Legs - 18.89 inch|719|20%|899|3.9|7|29|850 g|3 - 15 Years|Teddy Bears|Boys, Girls|N/A|18.89 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Caterpillar - 18 inch|399|50%|799|4.1|1|9|200 g|2 - 10 Years|Pets & Animals|N/A|N/A|18 inch|N/A|N/A|3 inch|6 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon - 9.8 inch|599|||4.4|21|82|275 g|0 - 12 Years|Cartoon Characters|Girls, Boys|1|9.8 inch|N/A|1 Stuffed Toy|N/A|N/A|India|Siliconized Fiber|N/A|N/A|N/A|Doraemon|N/A|Yes|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Happy Bear with Embroidery Paws - 15 inch|399|||4.4|1|7|India|Teddy Bears|Boys, Girls|15 inch|N/A|Non Battery|1 Stuff Toy|Made of Super Soft Fabric|N/A|N/A|3 - 15 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|500 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Love Pairs - 18.89 inch|1119|20%|1399|4.2|3|16|1250 g|2 - 20 Years|Teddy Bears|Girls, Boys|1|18.89 inch|Non Battery|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Hello Kitty Lollipop - 6 inch|549|||4.2|1|6|85 g|0 - 6 Years|Cartoon Characters|Girls, Boys|N/A|6 inch|Non Battery|N/A|N/A|N/A|USA|N/A|N/A|N/A|N/A|Hello Kitty|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Hello Kitty Cupcake - 6 inch|549|||4.2|1|8|85 g|3 - 15 Years|Cartoon Characters|Girls, Boys|N/A|6 inch|Non Battery|N/A|N/A|N/A|USA|N/A|N/A|N/A|N/A|Hello Kitty|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Fish - 23 inch|399|||3.9|6|18|400 g|3 - 16 Years|Pets & Animals|Girls, Boys|N/A|23 inch|Non Battery|Made of Super Soft Fabric|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dreamworks Kung-Fu Panda 15 inch Plush Toy - 15 Inch|799|11%|899|4.3||3|200 g|0 - 12 Years|Cartoon Characters|N/A|N/A|15 Inch|N/A|N/A|2 inch|10 inch|China|N/A|N/A|N/A|N/A|Kung-Fu Panda|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Leather Paws - 15.74 inch|559|20%|699||||750 g|3 - 15 Years|Teddy Bears|Boys, Girls|N/A|15.74 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Paws - 33.46 inch|1599|20%|1999|4|10|34|1350 g|3 - 15 Years|Teddy Bears|Girls, Boys|N/A|33.46 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Bouquet Teddy - 5 inch|299|14%|350|3.3|1|3|100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Small, 5 inch|N/A|N/A|2.2 inch|2.6 inch|India|Fiber|4.7 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Simba Animal Tale Range - 10 inch|799|||4.5|5|19|N/A|1 - 12 Years|Cartoon Characters|Boys, Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|10 inch|N/A|N/A|Simba|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Mothers Day Bear - 16.53 inch|600|||4.2||5|610 g|3 - 30 Years|Teddy Bears|Girls, Boys|N/A|16.53 inch|Non Battery|1 Teddy Bear|8.66 inch|14.96 inch|India|N/A|16.53 inch|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Big Head - Soft Boa - 8 inch|499|||4.4|||80 g|2 - 8 Years|Cartoon Characters|Girls, Boys|N/A|8 inch|Non Battery|1 Mickey Big Head|N/A|N/A|China|N/A|N/A|N/A|N/A|Mickey Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Dot Ear Embroidery - 31.49 inch|1359|20%|1699||||1200 g|3 - 15 Years|Teddy Bears|Girls, Boys|N/A|31.49 inch|Non Battery|1 Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Cinderella - 8 inch|374|25%|499|5||1|N/A|1 - 10 Years|Cartoon Characters|Girls|1|8 inch|Non Battery|N/A|2.75 inch|5.51 inch|China|N/A|9.44 inch|N/A|N/A|Cinderella|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Christy Doll - 19.6 inch|275|41%|469|4.5||6|200 g|1 - 16 Years|Dolls|N/A|N/A|Small, 19.6 inch|N/A|N/A|6 inch|3 inch|India|Polyester, Cotton|N/A|N/A|N/A|Dolls|Dolls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Cool Soft Yellow Smiley Cushion-30 cm - 12 inch|344|48%|670||||400 g|1 - 5 Years|Cushions & Pillows|Boys, Girls|N/A|12 inch|N/A|N/A|12 inch|2 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Anukriti Creations Set of 10 Animal Finger Puppet - 3.5 inch|399|42%|699||||200 g|3 - 15 Years|Puppets|N/A|N/A|Small, 3.5 inch|N/A|N/A|2 inch|2 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Donald Flopsie New - 8 inch|474|5%|499|3.7||11|N/A|0 - 12 Years|Cartoon Characters|Girls, Boys|N/A|8 inch|N/A|N/A|N/A|N/A|China|N/A|7.99 inch|N/A|N/A|Donald Duck|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Small Red Teddy with Car Hanging Teddy - 10 inch|199|66%|599||||600 g|1 - 6 Years|Teddy Bears|N/A|N/A|10 inch|N/A|N/A|5 inch|9 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon Bag|699|||4.7|3|3|202 g|6 - 12 Years|Cartoon Characters|Girls, Boys|1|N/A|N/A|Gentle Machine Wash|N/A|11.81 inch|India|N/A|10.62 inch|N/A|N/A|Doraemon|N/A|Yes|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Heart Embroidery Someone Special - 21 inch|799|20%|999|4.2|1|5|800 g|3 - 20 Years|Teddy Bears|Girls, Boys|N/A|21 inch|Non Battery|1 Stuff Toy|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Hello Kitty - 19.5 inch|959|20%|1199|4.6|8|31|1050 g|1 - 12 Years|Cartoon Characters|Girls|N/A|Large, 19.5 inch|N/A|N/A|10 inch|16 inch|India|N/A|19.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Winnie the Pooh Floppy Pooh - 17 inch|1329|5%|1399|4.2|1|8|N/A|3 - 14 Years|N/A|Girls, Boys|N/A|17 inch|N/A|N/A|N/A|N/A|China|N/A|17.01 inch|N/A|N/A|Winnie the Pooh|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Big Head - Soft Boa - 8 inch|449|10%|499||||80 g|3 - 14 Years|Cartoon Characters|Girls|N/A|8 inch|Non Battery|1 Minnie Big Head|N/A|N/A|China|N/A|N/A|N/A|N/A|Minnie Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Squirt - 10 inch|449|25%|599|4.6|||N/A|3 - 10 Years|Cartoon Characters|Boys, Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|Finding Nemo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
