"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Age Group"|"Type"|"Ideal For"|"Number of Contents"|"Size"|"Powered by"|" "|"Product Depth"|"Product Width"|"Country of Manufacture"|"Filling Material"|"Product Height"|"Rechargeable"|"Battery Type"|"Character"|"Series"|"Washable"|"Sound Support"|"Height"|"Width"|"External Material"|" The design of the giraffe may slightly vary from what is shown in the image "|"Depth"|" Ribbons may vary "|" Color may slightly vary. "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" Customer may get any one of the two product based on availability "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|"Brand"|"Machine Washable"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|""|ImageURL"
Disney Mickey Flopsie - 10 inch|599|25%|799||||150 g|3 - 16 Years|Cartoon Characters|Boys, Girls|N/A|10 inch|Non Battery|Soft and Cuddly Form, Made of High Quality Material|N/A|N/A|China|N/A|N/A|N/A|N/A|Mickey Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dory - 6.8 inch|449|25%|599|4.8|1|10|82 g|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|6.8 inch|N/A|N/A|3.6 inch|10 inch|China|N/A|6.8 inch|N/A|N/A|N/A|Finding Nemo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles I Love You Heart - 17 inch|399|46%|743||||250 g|3 - 6 Years|Cushions & Pillows|N/A|N/A|Medium, 17 inch|N/A|N/A|3 inch|13 inch|India|Fiber|N/A|N/A|N/A|N/A|Heart|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Lion - 10 inch|625|3%|649|4||7|312 g|2 - 10 Years|Pets & Animals|Girls, Boys|1|10 inch|N/A|N/A|6.5 inch|22.5 inch|India|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Heart - 14 inch|199|72%|720|4|1|1|250 g|3 - 6 Years|Cushions & Pillows|N/A|N/A|Medium, 14 inch|N/A|N/A|2 inch|8 inch|India|Fiber|N/A|N/A|N/A|N/A|Heart|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Dolphin - 15.75 inch|499|||4||3|216 g|3 - 16 Years|Pets & Animals|Girls, Boys|1|15.75 inch|Non Battery|Machine Washable|7.09 inch|15.75 inch|India|Polyester|7.09 inch|N/A|N/A|N/A|N/A|N/A|N/A|22.44 inch|30.31 inch|N/A|N/A|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Mother Teddy with Baby - 8 inch|399|31%|581||||200 g|2 - 12 Years|Teddy Bears|N/A|N/A|Medium, 8 inch|N/A|N/A|2 inch|4 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Duck Pillow - 14 inch|389|44%|699||||250 g|3 - 12 Years|Cushions & Pillows|N/A|N/A|Medium, 14 inch|N/A|N/A|4 inch|9 inch|India|Fiber|N/A|N/A|N/A|N/A|Duck|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Duck - 6 Inch|149|25%|199||||200 g|0 - 9 Years|Pets & Animals|N/A|N/A|6 Inch|N/A|N/A|6 inch|6 inch|India|N/A|14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 36 Inches Teddy Bear - 36 inch|1499|16%|1799||||1600 g|2 - 70 Years|Teddy Bears|N/A|N/A|36 inch|N/A|7 Days warranty for any manufacturing defect.|13 inch|13 inch|India|Inner Filling, Fiber/Outer, Fur|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Camel 12 inch - 8 inch|249|50%|499|5||2|750 g|2 - 8 Years|Pets & Animals|N/A|N/A|8 inch|N/A|N/A|12 inch|5.3 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Pug Dog - 10 inch|350|49%|699||||200 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 10 inch|N/A|N/A|5 inch|6 inch|India|Fiber|N/A|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Prince Yellow Tweety - 17 Inch|249|58%|599||||500 g|3 - 5 Years|Cartoon Characters|N/A|N/A|17 Inch|N/A|N/A|9 inch|9 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Doraemon HB pen stand - 1.55 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.55 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|1.55 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Kangaroo Mother and Baby - 8 inch|349|22%|453|1||1|200 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 8 inch|N/A|N/A|3.9 inch|4.7 inch|India|Fiber|7.8 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Flopsie - 24 inch|2099|25%|2799||||820 g|2 - 15 Years|Cartoon Characters|Girls, Boys|N/A|24 inch|Non Battery|1 Mickey Flopsie|N/A|N/A|China|N/A|N/A|N/A|N/A|Mickey Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Puppet - Donald - 10 inch|374|25%|499||||N/A|2 - 14 Years|N/A|Boys, Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Donald Duck|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Fancy Pink Pillow with Teddy Bear - 12 Inch|454|51%|938||||400 g|1 - 5 Years|Cushions & Pillows|N/A|N/A|12 Inch|N/A|N/A|16 inch|2.8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 36 Inches Teddy Bear - 36 inch|1499|16%|1799||||1600 g|2 - 70 Years|Teddy Bears|N/A|N/A|36 inch|N/A|7 Days warranty for any manufacturing defect.|13 inch|13 inch|India|Inner Filling, Fiber/Outer, Fur|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Pen Stand - 6.5 Inch|249|54%|549|4.6||5|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|6.5 Inch|N/A|N/A|3 Inch|5.5 Inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Raja Teddy - 12 inch|350|10%|390|3.5|2|8|200 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 12 inch|N/A|N/A|5.5 inch|6.6 inch|India|Fiber|11.8 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Bear With Ball - 1.65 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|Small, 1.65 mm|N/A|N/A|0.85 mm|0.85 mm|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with 2 Colors T-shirt - 18.89 inch|959|20%|1199||||700 g|3 - 15 Years|Teddy Bears|Girls, Boys|N/A|18.89 inch|Non Battery|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 24 Inches Teddy Bear - 24 inch|999|16%|1199|1|1|1|900 g|2 - 70 Years|Teddy Bears|N/A|N/A|24 inch|N/A|7 Days warranty for any manufacturing defect.|12 inch|12 inch|India|Inner Filling, Fiber/Outer, Fur|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Donald Flopsies - 14 inch|674|25%|899|4.5||2|N/A|1 - 12 Years|N/A|Boys, Girls|N/A|14 inch|N/A|N/A|N/A|N/A|China|N/A|14.02 inch|N/A|N/A|Donald Duck|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Sitting Dog - 11 inch|314|25%|421||||250 g|3 - 10 Years|Pets & Animals|N/A|N/A|Medium, 11 inch|N/A|N/A|11 inch|4 inch|India|Fiber|N/A|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Folding Cushion with Cute Rabbit - 12 Inch|454|53%|968||||450 g|1 - 12 Years|Cushions & Pillows|N/A|N/A|12 Inch|N/A|N/A|16 inch|4 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Navy Tea Dress - 24 inch|2099|25%|2799||||N/A|0 - 12 Years|Cartoon Characters|Girls|1|24 inch|Non Battery|N/A|5.9 inch|15.74 inch|China|N/A|24.4 inch|N/A|N/A|Minnie Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Tounge Out Smiley Cushion Smiley Emoticons Pillow|499|44%|900|4||1|N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|Back, neck, Head|Tounge Out Smiley Cushion|AT-C008|Yellow|Pillow|N/A|N/A|N/A|N/A|
MFT Musical Duck S - 7 Inch|120|39%|199||||110 g|3 - 10 Years|Pets & Animals|N/A|N/A|7 Inch|N/A|N/A|6 inch|9 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Tom - 14 inch|995|||4.6|3|50|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|14 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|Tom & Jerry|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Delhitraderss Soft Toy Krishna - 11.5 inch|350|53%|750||||100 g|1 - 12 Years|Cartoon Characters|N/A|N/A|11.5 inch|N/A|N/A|11.2 inch|9.3 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Dog Series - 8 inch|179|10%|199||||60 g|3 - 14 Years|Pets & Animals|N/A|N/A|8 inch|N/A|N/A|4 inch|5 inch|India|100% Polyester Staple Fibre|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Pingu - 12 inch|599|14%|699|5||1|200 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 12 inch|N/A|N/A|5.5 inch|6.6 inch|India|Fiber|11.8 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Fancy Designed Pink Pillow with Teddy Bear-40 cm - 12 inch|454|51%|940|5||1|400 g|2 - 12 Years|Cushions & Pillows|Boys, Girls|N/A|12 inch|N/A|N/A|16 inch|2.8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Happy Baby Small Ball - 4 Inch|99|66%|299|5|1|1|70 g|1 - 5 Months|Soft Balls|N/A|N/A|Small, 4 Inch|N/A|N/A|3 inch|3 inch|India|Polyster Fibre|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Doremon M - 12 Inch|185|38%|299||||200 g|3 - 10 Years|Cartoon Characters|N/A|N/A|12 Inch|N/A|N/A|6 inch|10 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Soft Deer S - 7 Inch|185|38%|299||||300 g|3 - 10 Years|Pets & Animals|N/A|N/A|7 Inch|N/A|N/A|12 inch|4 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
itoys Powerpuff Girls Soft Toy Musical Hammer - 6.1 inch|199|33%|299|5||1|450 g|1 - 10 Years|Cartoon Characters|Girls|1|6.1 inch|N/A|Soft Hammer with Characterised Face, Music on Bangging|2.17 inch|6.1 inch|India|N/A|6.1 inch|N/A|N/A|Powerpuff Girls|N/A|N/A|N/A|N/A|N/A|Plush|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Nemo - 18 inch|749|25%|999||||210 g|3 - 12 Years|Cartoon Characters|Girls, Boys|N/A|18 inch|Non Battery|Soft, Cuddly and Huggable|N/A|N/A|China|N/A|N/A|N/A|N/A|Nemo|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Pen Stand - 6.5 inch|249|58%|599|4.6||5|200 g|3 - 20 Years|Pets & Animals|N/A|N/A|6.5 inch|N/A|N/A|3 inch|5.5 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Parrot with Music - 12 Inch|165|35%|255||||75 g|0 - 10 Years|Pets & Animals|N/A|N/A|12 Inch|N/A|N/A|4.5 inch|6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Animal Planet Little Kingdom-Lion - 10 inch|499|||3.7|1|7|N/A|Cartoon Characters|Girls, Boys|10 inch|N/A|Washable|N/A|N/A|N/A|N/A|0 - 12 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Dog HB Pen Stand - 1.65 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Calico - 5 inch|2699|10%|2999||||560 g|3 - 15 Years|Pets & Animals|Boys, Girls|N/A|5 inch|Battery|N/A|7.5 inch|11.6 inch|China|N/A|5 inch|No|1 Alkaline Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E Soft Funny Chimpanzee Soft Toy with Banana - 12 inch|569|48%|1108||||320 g|1 - 20 Years|Pets & Animals|N/A|N/A|12 inch|N/A|N/A|7.2 inch|7.2 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Waddles Penguin Bubby - 8.66 inch|899||||||214 g|2 - 10 Years|Pets & Animals|Boys, Girls|N/A|8.66 inch|Non Battery|N/A|N/A|N/A|USA|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Cuddly Toys Coryo Teddy Bear - 17.71 Inch|480|40%|800|2.5|1|2|600 g|1 - 18 Years|Teddy Bears|N/A|N/A|17.71 Inch|N/A|N/A|11.81 inch|11.81 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Heart Love Pillow|290|22%|375||||N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|15 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|neck, Head, Back|Heart|AT-C024|Red|Pillow|N/A|N/A|N/A|N/A|
Tickles Teddy Jungle Animal Pillow|499|34%|765|3||3|N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|neck, Head, Back|Teddy|AT-C006|Brown|Pillow|N/A|N/A|N/A|N/A|
Porcupine 48 Inches Teddy Bear - 48 inch|2499|10%|2799||||3000 g|2 - 70 Years|Teddy Bears|N/A|N/A|48 inch|N/A|7 Days warranty for any manufacturing defect.|15 inch|15 inch|India|Inner Filling, Fiber/Outer, Fur|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Plush Cap - 7 inch|395|1%|399|4|1|1|N/A|3 - 12 Years|Cartoon Characters|Boys, Girls|1|7 inch|Non Battery|N/A|7.87 inch|9.05 inch|China|N/A|9.44 inch|N/A|N/A|Mickey Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Pug Dog S - 8 Inch|185|38%|299||||300 g|3 - 10 Years|Pets & Animals|N/A|N/A|8 Inch|N/A|N/A|6 inch|4 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|